Auction Date,Make,Model,Year,Kilometers,Miles,Mileage Notes,Sale_Status,Final Bid Price,VIN,Details,URL
11/1/22,CHEVROLET,MONTE CARLO,1970,80467,50000,"50k Miles Shown, TMU",Sold,16500.0,138570F182279,"Chassis: 138570F182279 ,50k Miles Shown, TMU ,400ci V8 ,Three-Speed Automatic Transmission ,Green Mist Paint ,Green Vinyl Upholstery ,Green Vinyl Roof Cover ,15"" Rally-Style Wheels ,Front Disc Brakes ,Power Steering ,Accent Pinstriping ,Air Conditioning ,Woodgrain Interior Trim ,Vintage-Look Radio ,Owner's Manual ,Chassis Broadcast Sheet ,Manufacturer's Literature",https://bringatrailer.com/listing/1970-chevrolet-monte-carlo-18/
11/1/22,CHRYSLER,CROSSFIRE,2005,30577,19000,19k Miles,Sold,15250.0,1C3AN55L35X037150,"Chassis: 1C3AN55L35X037150 ,19k Miles ,3.2-Liter SOHC V6 ,Six-Speed Manual Transmission ,Black Paint ,Power-Operated Black Soft Top ,Black Cloth Upholstery ,18"" & 19"" Aluminum Wheels ,Four-Wheel Disc Brakes ,Active Rear Spoiler ,Dual-Zone Climate Control ,AM/FM/CD Stereo ,Clean Carfax Report",https://bringatrailer.com/listing/2005-chrysler-crossfire-85/
11/1/22,TRIUMPH,TR4,1965,117481,73000,"73k Miles Shown, TMU",Sold,30250.0,CT34361L,"Chassis: CT34361L ,73k Miles Shown, TMU ,Over-Bored 2,175cc Inline-Four ,Four-Speed Manual Transmission w/OD ,Old English White Paint ,Blue Leather Upholstery w/Cream Piping ,Blue Canvas Top ,15"" Knock-Off Alloy Wheels ,Lucas Fog Lights ,Talbot Side Mirrors ,Moto-Lita Steering Wheel ,Performance Camshaft ,Kirk Racing Header ,Jaeger Instrumentation",https://bringatrailer.com/listing/1964-triumph-tr4-22-2/
11/1/22,CHEVROLET,CORVETTE C2,1964,4828,3000,"3k Miles Shown, TMU",Sold,114000.0,40867S119759,"Chassis: 40867S119759 ,3k Miles Shown, TMU ,7.0-Liter LS7 V8 ,Six-Speed Manual Transmission ,9"" Limited-Slip Rear End ,Cool Gray Metallic Paint ,Black Soft Top ,Black Leather Upholstery ,SRIII Motorsports Tube Chassis ,Adjustable Coilovers ,Wilwood Four-Wheel Disc Brakes ,Power Steering ,Haltech Engine Management System ,Ceramic-Coated Exhaust Headers ,Vintage Air Air Conditioning ,Power Windows ,Classic Instruments Gauges",https://bringatrailer.com/listing/1964-chevrolet-corvette-105/
11/1/22,BUICK,RIVIERA,1964,3218,2000,"2k Miles Shown, TMU",Sold,25250.0,7K1117007,"Chassis: 7K1117007 ,2k Miles Shown, TMU ,425ci V8 ,Three-Speed Automatic Transmission ,Repaint in White ,Black Upholstery ,15"" Chrome Wheels ,Dual Carburetors ,2k Miles Shown, TMU ,Power Windows ,AM/FM Radio ,Recent Service Records",https://bringatrailer.com/listing/1964-buick-riviera-32/
11/1/22,AUDI,TT,2013,56326,35000,35k Miles,Sold,48250.0,TRUB3AFK7D1900592,"Chassis: TRUB3AFK7D1900592 ,35k Miles ,Turbocharged 2.5-Liter Inline-Five ,Six-Speed Manual Transaxle ,Quattro All-Wheel-Drive System ,Daytona Gray ,Black Silk Nappa Leather Upholstery ,CTS Turbo Air Intake System ,Pioneer Multimedia Stereo ,Adaptive Xenon Headlights ,TT RS Fixed Rear Wing ,Power-Adjustable and Heated Front Sport Seats ,Navigation ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2013-audi-tt-rs-25/
11/1/22,BMW,E28 M5,1988,262322,163000,163k Miles Shown,Sold,38500.0,WBSDC9308J2875141,"Chassis: WBSDC9308J2875141 ,163k Miles Shown ,3.5-Liter Inline-Six ,Five-Speed Manual Transmission ,Limited-Slip Differential ,Black Paint ,Black Leather & Vinyl Upholstery  ,16"" Basketweave Alloy Wheels ,Power-Operated Sunroof ,Heated & Power-Adjustable Front Seats ,Air Conditioning ,Cruise Control ,Power-Operated Windows ,Service Records ,Clean Carfax Report",https://bringatrailer.com/listing/1988-bmw-m5-106/
11/1/22,MAZDA,NB MX-5 MIATA,1999,107825,67000,"67k Miles Shown, TMU",Sold,9500.0,JM1NB3538X0122183,"Chassis: JM1NB3538X0122183 ,67k Miles Shown, TMU ,Turbocharged 1.8-Liter Inline-Four ,Five-Speed Manual Transmission ,Limited-Slip Differential ,White Paint ,Tan Convertible Soft Top ,Black Cloth Upholstery ,15"" Alloy Wheels ,Koni Dampers ,Wilwood Front Brake Kit ,Air Conditioning ,Cruise Control ,Hard Dog Roll Bar ,Clean Carfax Report",https://bringatrailer.com/listing/1999-mazda-mx-5-miata-144/
11/1/22,MOTO GUZZI,ERA1990S,1995,17702,11000,11k Miles Shown,Sold,6500.0,ZGUKEAKE6SM100119,"Chassis: ZGUKEAKE6SM100119 ,Cycle World Magazine Test Bike ,11k Miles Shown ,Air-Cooled 1,064cc Transverse V-Twin ,Five-Speed Transmission ,Shaft Drive ,Black Paint w/Red & Gold Graphics ,Dual 40mm Dell'Orto Carburetors ,Staintune Exhaust w/Carbon-Fiber Mufflers ,Split-Level Two-Up Seat ,Half Fairing ,Triple Brembo Brakes ,Marvic Magnesium Wheels ,Manufacturer's Literature ,Tool Kit",https://bringatrailer.com/listing/1995-moto-guzzi-1100-sport-2/
11/1/22,PONTIAC,FIREBIRD,1992,47000,29204,47k Kilometers (~29k Miles) Shown,Sold,12750.0,1G2FW238XNL207950,"Chassis: 1G2FW238XNL207950 ,47k Kilometers (~29k Miles) Shown ,5.7-Liter V8 ,Four-Speed Automatic Transmission ,White Paint ,Gray Cloth Upholstery ,GTA Package ,Gold-Finished 16"" Wheels ,WS6 Performance Suspension Package ,Pop-Up Headlights ,Rear Spoiler ,Air Conditioning ,Cruise Control ,Alpine CD Stereo ,Clean Carfax Report",https://bringatrailer.com/listing/1992-pontiac-trans-am-gta/
11/1/22,SUBARU,ERA2000S,2004,114263,71000,71k Miles,Sold,20000.0,JF1SG69624H744050,"Chassis: JF1SG69624H744050 ,71k Miles ,Turbocharged 2.5-Liter Flat-Four ,Four-Speed Automatic Transmission ,Cayenne Red Pearl Paint ,Black Leather Upholstery ,Gold 18"" BBS Wheels ,STI Genome Coilovers ,STI Turbocharger & Intercooler ,Invidia Exhaust System ,JDM-Style Body Kit  ,Glass Sunroof ,Heated Seats  ,Automatic Climate Control ,Pioneer Stereo ,Service Records ,Clean Carfax Report",https://bringatrailer.com/listing/2004-subaru-forester-xt-3/
11/1/22,HONDA,MOTORCYCLES,1977,,,,Sold,6500.0,XR751425694,"Chassis: XR751425694 ,TMU ,72cc Four-Stroke Single ,Four-Speed Transmission ,Red Paint ,Black Solo Seat ,Keihin Carburetor ,Upswept Exhaust System ,Cross-Braced Handlebar ,Front & Side Number Plates ,Kickstarter ,High-Mounted Fenders",https://bringatrailer.com/listing/1977-honda-xr75-10/
11/1/22,CHRYSLER,ERA1980S,1989,172199,107000,107k Miles Shown,Sold,6000.0,1C3XJ45A9KG204265,"Chassis: 1C3XJ45A9KG204265 ,107k Miles Shown ,Turbocharged 2.2-Liter Inline-Four ,Getrag Five-Speed Manual Transaxle ,Black & Dark Bronze Paint ,Brown Leather Upholstery ,Black Soft Top ,Retractable Headlight Covers ,Modified TEC S70 Turbocharger ,Ported Cylinder Head ,Turbos Unleashed ECU Tune ,Adjustable Koni Shocks ,Clean Carfax Report",https://bringatrailer.com/listing/1989-chrysler-le-baron-6/
11/1/22,ASTON MARTIN,V12 VANTAGE,2017,4828,3000,3k Miles,Sold,272500.0,SCFESBFR8HGS22842,"Chassis: SCFESBFR8HGS22842 ,3k Miles ,6.0-Liter V12 ,7-Speed Manual Transaxle ,Limited-Slip Differential ,Diavolo Red Paint ,Black Soft Top ,Sandstorm Leather Upholstery ,Staggered-Width 19"" Wheels ,Carbon-Ceramic Brakes w/Black Calipers ,Exterior Carbon Pack ,Parking Sensors ,AMi III Infotainment w/Bang & Olufsen Audio ,Battery Conditioner ,Car Cover ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2017-aston-martin-v12-vantage-s-8/
11/1/22,MAZDA,RX-7 FD,1993,59545,37000,"37k Miles Shown, TMU",Not Sold,53000.0,JM1FD331XP0206408,"Chassis: JM1FD331XP0206408 ,37k Miles Shown, TMU ,Replacement Twin-Turbo 1.3L Rotary ,Five-Speed Manual Transmission ,Limited-Slip Differential ,Black Paint ,Black Cloth Upholstery ,16"" Alloy Wheels ,Tein Flex Z Coilovers ,Drilled & Slotted Rotors ,Aftermarket Downpipe ,R1 Specific Front & Rear Spoilers ,Air Conditioning ,Alpine CD Stereo & Amplifiers ,JL Subwoofer ,Refurbishment Records ,Accident-Free Carfax Report",https://bringatrailer.com/listing/1993-mazda-rx-7-209/
11/1/22,BMW,F80 M3,2015,25749,16000,16k Miles,Sold,44250.0,WBS3C9C58FP806080,"Chassis: WBS3C9C58FP806080 ,16k Miles ,Twin-Turbocharged 3.0L Inline-Six ,Six-Speed Manual Transmission ,Limited-Slip Differential ,Silverstone Metallic Paint  ,Black Merino Leather Upholstery ,18"" Style 513M Alloy Wheels ,Adaptive M Suspension ,Carbon-Fiber Roof Panel ,Lighting Package ,Carbon-Fiber Interior Trim ,Heated & Power-Adjustable Front Seats ,Heated Rear Seats ,Dual-Zone Automatic Climate Control ,iDrive w/Navigation ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2015-bmw-m3-39/
11/1/22,PONTIAC,ERA1990S,1990,170590,106000,106k Miles Shown,Sold,3750.0,1G2NW14D9LC287109,"Chassis: 1G2NW14D9LC287109 ,106k Miles Shown ,2.3-Liter Inline-Four ,Three-Speed Automatic ,White Paint ,Gray Cloth Upholstery ,16"" Alloy Wheels ,Fog Lights ,Window Tint ,Air Conditioning ,Cruise Control ,Power Windows & Door Locks ,Delco Cassette Stereo ,Accident-Free Carfax Report",https://bringatrailer.com/listing/1990-pontiac-grand-am/
11/1/22,FORD,MUSTANG S197 2005-2014,2008,1202,747,747 Miles,Not Sold,39000.0,1ZVHT88S085176525,"Chassis: 1ZVHT88S085176525 ,747 Miles ,Supercharged 5.4-Liter V8 ,Six-Speed Manual Transmission ,Limited-Slip Differential ,Alloy Clearcoat Metallic Paint ,Black Leather Upholstery ,18"" Forged Alloy Wheels ,Brembo Front Disc Brakes ,HID Headlights ,Rear Decklid Spoiler ,Shaker 500 Audio System ,Air Conditioning ,Cruise Control ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2008-ford-mustang-shelby-gt500-coupe-5/
11/1/22,ERA1930S,PARTNERINDIANAPOLIS MOTOR SPEEDWAY MUSEUM,1939,,,,Sold,10250.0,375380,"Chassis: 375380 ,TMU ,Non-Running Project  ,100cc Air-Cooled Single  ,Three-Speed Transmission  ,Black Paint w/Chrome Accents  ,Brown Leather Saddle  ,Luggage Shelf ,Skirted Front Fender w/Peugeot Ornament ,Front & Rear Drum Brakes",https://bringatrailer.com/listing/1939-peugeot-type-53-ch/
11/1/22,BMW,2002,1976,43452,27000,"27k Miles Shown, TMU",Sold,36000.0,2740396,"Chassis: 2740396 ,27k Miles Shown, TMU ,3.2-Liter Inline-Six ,Five-Speed Manual Transmission ,Orange Paint ,Black Cloth Upholstery ,Limited-Slip Differential  ,15"" Alloy Wheels ,Hella Fog Lights ,Black Fender Flares ,Black Replacement Front Air Dam ,Aftermarket Front Sport Seats ,Momo Steering Wheel ,Rear Window Defogger ,Continental Head Unit w/Auxiliary & USB Inputs",https://bringatrailer.com/listing/1976-bmw-2002-181/
11/1/22,PANOZ,ESPERANTE,2002,45061,28000,28k Miles ,Sold,38250.0,1P9PB48362B213045,"Chassis: 1P9PB48362B213045 ,28k Miles  ,4.6-Liter DOHC Ford V8 ,Tremec 5-Speed Manual Transmission ,Limited-Slip Differential ,Black Paint  ,Black & Red Leather Upholstery  ,Black Soft Top ,Chrome-Finished 17"" XXR Wheels ,Aftermarket Stereo System ,Magnaflow Mufflers  ,Clean Carfax Report ",https://bringatrailer.com/listing/2002-panoz-esperante-12/
11/1/22,ALFA ROMEO,ERA1970S,1971,45000,27961,"45k Kilometers (~28k Miles) Shown, TMU",Sold,40000.0,AR992758,"Chassis: AR992758 ,45k Kilometers (~28k Miles) Shown, TMU ,1,600cc Inline-Four ,Four-Speed Manual Transaxle ,Repainted Blue and White ,Black Vinyl Upholstery w/White Piping ,White Steel Wheels ,Car Hauler Platform ,Vehicle Ramps ,Towing Mirrors ,Heater ,USD $4,000 Shipping Allowance",https://bringatrailer.com/listing/1970-alfa-romeo-a12-race-transporter/
11/1/22,PORSCHE,911 CARRERA 3.2,1986,94951,59000,59k Miles Shown,Not Sold,75911.0,WP0AB091XGS121787,"Chassis: WP0AB091XGS121787 ,59k Miles Shown ,3.2-Liter Flat-Six ,Five-Speed Manual Transaxle ,Prussian Blue Metallic Paint ,Cashmere Beige Leather Upholstery ,16"" Fuchs Alloy Wheels ,Front Strut Brace ,Sunroof ,Air Conditioning  ,Power-Adjustable Sport Seats ,Blaupunkt Monterey SQR 43 Stereo ,Uniden BearTracker Scanner ,Clean Carfax Report",https://bringatrailer.com/listing/1986-porsche-911-carrera-coupe-6/
11/1/22,DODGE,CORONET,1959,69201,43000,"43k Miles Shown, TMU",Sold,17013.0,ML38320708,"Chassis: ML38320708 ,43k Miles Shown, TMU ,383ci V8 ,Three-Speed Automatic Transmission ,Two-Tone Black & White Paint ,Black & White Upholstery ,14"" Steel Wheels w/Covers ,Swept-Wing Tail Fins ,Wrap-Around Windshield ,Push-Button AM Radio ,Spare Parts",https://bringatrailer.com/listing/1959-dodge-coronet-3/
11/1/22,DATSUN,240Z,1971,67592,42000,"42k Miles Shown, TMU",Sold,23500.0,HLS3013693,"Chassis: HLS3013693 ,42k Miles Shown, TMU ,2.4-Liter Inline-Six ,Four-Speed Manual Transmission ,Refinished in Blue ,Black Upholstery ,Aftermarket 14"" Wheels ,Chrome Bumpers w/Overriders ,Fog Lights ,Aftermarket Side Mirrors ,Wood-Rimmed Steering Wheel ,Pioneer AM/FM/Cassette Stereo",https://bringatrailer.com/listing/1971-datsun-240z-236/
11/1/22,BMW,E90/E92/E93 M3,2011,160934,100000,100k Miles Shown,Sold,35500.0,WBSKG9C50BE368290,"Chassis: WBSKG9C50BE368290 ,100k Miles Shown ,Replacement 4.0-Liter V8 ,Seven-Speed Dual-Clutch Transmission ,Alpine White Paint ,Black Upholstery ,18"" Apex Wheels ,Front Big Brake Kit ,Adjustable Coilovers ,Half Roll Cage ,OMP Bucket Seats ,Racing Harnesses ,Air Conditioning ,Cruise Control ,Power Windows ,Carbon-Fiber Exterior Trim ,Spare & Removed Parts",https://bringatrailer.com/listing/2011-bmw-m3-coupe-23/
11/1/22,FERRARI,308,1977,46670,29000,"29k Miles Shown, TMU",Sold,64000.0,22739,"Chassis: 22739 ,29k Miles Shown, TMU ,2.9-Liter V8 ,5-Speed Manual Transaxle ,Limited-Slip Differential ,Silver Paint ,Black Leather Upholstery  ,14"" Wheels ,Pop-Up Headlights ,Vented Decklid ,Quad Exhaust Outlets ,Gated Shifter ,Power Windows ,Alpine CD Stereo ,Air Conditioning  ,Tool Kit ,Manufacturer's Literature ,Service Records",https://bringatrailer.com/listing/1977-ferrari-308-gtb-26/
11/1/22,MERCEDES-BENZ,UNIMOG,1989,1,0,Chassis: 1FG99999XKM451561,Sold,26750.0,1FG99999XKM451561,"Chassis: 1FG99999XKM451561 ,4k Miles Shown, TMU ,5.7L Diesel Inline-Six ,Dual-Range 4-Speed Manual Gearbox ,Dual-Range Transfer Case ,Locking Differentials ,Portal Axles ,Drab Green Paintwork ,Black Vinyl Upholstery ,Front-End Loader ,Folding Backhoe ,Storage Lockers ,Hydraulic Tools",https://bringatrailer.com/listing/1989-freightliner-unimog-flu419-2/
11/1/22,NISSAN,300ZX,1991,164152,102000,102k Miles Shown,Sold,25500.0,JN1CZ24H5MX500640,"Chassis: JN1CZ24H5MX500640 ,102k Miles Shown ,Twin-Turbocharged 3.0-Liter V6 ,Five-Speed Manual Transmission ,Limited-Slip Differential ,Black Paint ,Black Leather Upholstery ,Removable T-Top Roof Panels ,Gold 18"" BBS LM Wheels ,Automatic Climate Control ,Cruise Control ,Alpine Navigation Head Unit ,JL Audio Speakers & Alpine Amp ,JDM Front Bumper & Taillights ,TwinZ Rear Bumper, Spoilers & Side Skirts ,Car Cover ,Service Records ,Clean Carfax Report",https://bringatrailer.com/listing/1991-nissan-300zx-twin-turbo-71/
11/1/22,ARIEL,ATOM,2006,24140,15000,15k Miles,Sold,46000.0,A2RTD2SSV6A000023,"Chassis: A2RTD2SSV6A000023 ,15k Miles ,Supercharged 2.0-Liter Ecotec Inline-Four ,Five-Speed Manual Transaxle  ,Limited-Slip Differential  ,Black Frame w/Black & Yellow Body Panels ,Black Leather Upholstery ,15"" & 17"" Team Dynamics Alloy Wheels ,Carbon-Fiber Front & Rear Wings ,Carbon-Fiber Mirror & Headlight Caps ,Methanol-Injection System  ,Koni/H&R Adjustable Suspension ,Alcon Brake Calipers ,Dual Bubble-Style Windscreens ,Steering Wheel-Mounted Shift Light ,Garmin GPS System ,Spare Components ",https://bringatrailer.com/listing/2006-ariel-atom-8-2/
11/1/22,ACURA,NSX NA1/NA2,1995,127137,79000,79k Miles,Sold,65500.0,JH4NA1281ST000553,"Chassis: JH4NA1281ST000553 ,79k Miles ,3.0-Liter V6 ,Four-Speed Automatic Transaxle ,Limited-Slip Differential ,Formula Red Paint ,Black Leather Upholstery ,16” & 17” Seven-Spoke Aluminum Wheels ,Body-Color Roof Panel ,Pop-Up Headlights ,Automatic Climate Control ,Cruise Control ,Bose Sound System ,Clean Carfax Report",https://bringatrailer.com/listing/1995-acura-nsx-t-7/
11/1/22,SAAB,9-3,2008,101388,63000,63k Miles,Sold,10750.0,YS3FH52R681137440,"Chassis: YS3FH52R681137440 ,63k Miles ,Turbocharged 2.8L V6 ,6-Speed Automatic Transaxle ,Nocturne Blue Metallic Paint ,Two-Tone Cream & Black Leather Upholstery ,17"" Alloy Wheels ,Fog Lights ,Power-Adjustable and Heated Front Seats ,Automatic Climate Control ,CD Changer ,Cruise Control ,Roof Rails Included ,Clean Carfax Report",https://bringatrailer.com/listing/2008-saab-9-3-aero-sportcombi-xwd/
11/1/22,VOLKSWAGEN,BEETLE,1968,88513,55000,55k Miles Shown,Sold,13750.0,118975361,"Chassis: 118975361 ,55k Miles Shown ,1.5-Liter Flat-Four ,3-Speed Semi-Automatic Transaxle ,Lotus White ,Textured Black Vinyl ,Chrome Bumpers ,Driver-Side Mirror ,Ski Mounting Brackets ,15"" Wheels ,Dual Exhaust Outlets ,Factory Radio ,First Owner's Log Book",https://bringatrailer.com/listing/1968-volkswagen-beetle-44/
11/1/22,ALFA ROMEO,105/115 SERIES SPIDER,1967,130356,81000,"81k Miles Shown, TMU",Sold,15250.0,AR665512,"Chassis: AR665512 ,81k Miles Shown, TMU ,1.6-Liter Inline-Four ,Five-Speed Manual Transmission ,Red Paint ,Black Upholstery ,Black Soft Top ,15"" Steel Wheels ,Dual Weber Carburetors ,Manufacturer's Literature ,Workshop Manual",https://bringatrailer.com/listing/1967-alfa-romeo-spider-duetto-48/
11/1/22,PORSCHE,997 911,2007,37014,23000,23k Miles,Sold,64000.0,WP0BB29997S755078,"Chassis: WP0BB29997S755078 ,23k Miles ,3.8-Liter Flat-Six ,Six-Speed Manual Transaxle ,All-Wheel-Drive System ,Guards Red Paint ,Black Leather Upholstery ,19” Turbo Wheels ,Sliding Glass Roof Panel ,Automatic Climate Control ,Heated Power-Adjustable Front Seats ,PCM w/ Navigation ,Bose Sound System ,Self-Dimming Mirrors ,Clean Carfax Report",https://bringatrailer.com/listing/2007-porsche-911-targa-4s-17/
11/1/22,MOSLER,ERA2000S,2009,1095,681,681 Miles Shown,Sold,294000.0,1M94136B98C682001,"Chassis: 1M94136B98C682001 ,681 Miles Shown ,Mid-Mounted 7.0-Liter Chevrolet LS7 V8 ,Twin Turbochargers w/ Carbon-Fiber Covers ,Porsche Six-Speed Manual Transaxle ,Carbon-Fiber Monocoque Tub ,Metallic Green Paint ,Tan Leather Upholstery ,Dymag Carbon-Fiber & Magnesium Wheels ,Disc Brakes w/ Adjustable Bias ,Wilwood Six-Piston Calipers ,Adjustable Coilovers & Anti-Roll Bars ,Air Conditioning ,Power Windows & Locks ,JVC Sound System w/ Navigation ,Manufacturer's Statement of Origin",https://bringatrailer.com/listing/2008-mosler-mt900s/
11/1/22,CADILLAC,ELDORADO,1954,122309,76000,"76k Miles Shown, TMU",Not Sold,58000.0,546227720,"Chassis: 546227720 ,76k Miles Shown, TMU ,331ci V8 ,2-Speed Automatic Transmission ,Black Paintwork ,White Soft Top ,Red & White Leather Upholstery ,Hidden AM/FM CD Stereo ,Polished Wire-Spoke Wheels",https://bringatrailer.com/listing/1954-cadillac-eldorado-3/
11/1/22,BSA,ERA1960S,1966,392,244,"244 Miles Shown, TMU",Sold,1700.0,D76974,"Chassis: D76974 ,244 Miles Shown, TMU ,172cc Two-Stroke Single ,Three-Speed Transmission ,Red Paint w/Chrome Accents ,18"" Chrome Steel Rims ,Front & Rear Lighting ,Smiths Speedometer ,Kickstarter ,Amal Carburetor ,Chrome Exhaust System ,Black Two-Up Bench Seat ,Center Stand",https://bringatrailer.com/listing/1966-bsa-bantam-175-deluxe/
11/1/22,MAZDA,NA MX-5 MIATA,1992,178636,111000,111k Miles Shown,Sold,16250.0,JM1NA3514N1316184,"Chassis: JM1NA3514N1316184 ,111k Miles Shown ,1.6-Liter Inline-Four ,Five-Speed Manual Transmission ,Limited-Slip Differential ,Sunburst Yellow Paint ,Black Cloth Upholstery ,Body-Color Removable Hardtop ,Black Convertible Soft Top ,14"" Daisy Alloy Wheels ,Pop-Up Headlights ,Air Conditioning ,AM/FM/Cassette Stereo ,Window Sticker & Accessories ,Clean Carfax Report",https://bringatrailer.com/listing/1992-mazda-mx-5-miata-86/
11/1/22,PLYMOUTH,ERA1930S,1936,20921,13000,"13k Mile Shown, TMU",Not Sold,19500.0,SD8868PL,"Chassis: SD8868PL ,13k Mile Shown, TMU ,Replacement 218ci Inline-Six ,Four-Speed Manual Transmission ,Repainted in Blue ,Replacement Brown Upholstery ,16"" Wheels w/Covers ,Dual Fender-Mounted Spares ,Cabin Heater ,Push-Button Start ,Banjo-Style Steering Wheel",https://bringatrailer.com/listing/1936-plymouth-p2-business-coupe-5/
11/1/22,ACURA,INTEGRA,1997,83685,52000,52k Miles Shown,Sold,26500.0,JH4DC23900VS002243,"Chassis: JH4DC23900VS002243 ,52k Miles Shown ,1.8-Liter Inline-Four ,5-Speed Manual Transaxle ,Cypress Green Pearl Paint ,Taupe Leather Upholstery  ,15"" Alloy Wheels ,Power Sunroof ,Rear Wing ,Air Conditioning ,Cruise Control ,Clean Carfax Report ",https://bringatrailer.com/listing/1997-acura-integra-27/
11/1/22,BENTLEY,CONTINENTAL GT,2012,35405,22000,22k Miles,Sold,65500.0,SCBFR7ZA2CC071971,"Chassis: SCBFR7ZA2CC071971 ,22k Miles ,Twin-Turbocharged 6.0-Liter W12 ,Six-Speed Automatic Transaxle ,Beluga Black Paint ,Newmarket Tan Leather Upholstery ,21"" Seven-Spoke Alloy Wheels ,Adustable Suspension ,Xenon Headlights ,Massaging Ventilated & Heated Front Seats ,Matrix-Style Lower Grille ,Burl Walnut Veneer Trim ,Infotainment System w/Navigation ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2012-bentley-continental-gt-15/
11/1/22,PORSCHE,987 CAYMAN,2012,14484,9000,9k Miles,Not Sold,60250.0,WP0AB2A84CS793343,"Chassis: WP0AB2A84CS793343 ,9k Miles ,3.4-Liter Flat-Six ,Seven-Speed PDK Transaxle ,Platinum Silver Metallic Paint ,Black Leather & Alcantara Upholstery ,19"" Black Lightweight Wheels ,Sport Chrono Package ,Fixed Rear Wing ,Bi-Xenon Headlights w/PDLS ,Schroth Racing Harnesses ,Roll Cage ,Carbon-Fiber Full Bucket Seats ,Automatic Climate Control ,Cruise Control ,PCM w/Navigation ,Manufacturer's Literature  ,Clean Carfax Report",https://bringatrailer.com/listing/2012-porsche-cayman-r-41/
11/1/22,CADILLAC,ELDORADO,1981,14484,9000,9k Miles,Sold,35000.0,1G6AL5793BE637938,"Chassis: 1G6AL5793BE637938 ,9k Miles ,6.0-Liter V8 ,Three-Speed Automatic Transmission ,Twilight Blue ,White Leather Upholstery ,Steel 15″ Wheels w/Wire Covers  ,Power-Operated White Soft Top ,Automatic Climate Control ,Power-Adjustable Front Seats ,Cruise Control ,AM/FM Cassette Stereo  ,Power Windows and Locks ,Eldorado Brochures ,Manufacturer's Literature ,Clean Carfax Report ",https://bringatrailer.com/listing/1981-cadillac-eldorado/
11/1/22,FORD,BRONCO 4TH-5TH GENERATIONS 1987-1996,1996,37014,23000,23k Miles,Not Sold,40000.0,1FMEU15H8TLA10806,"Chassis: 1FMEU15H8TLA10806 ,23k Miles ,5.8-Liter V8 ,Four-Speed Automatic Transmission ,Dual-Range Transfer Case ,3.55:1 Limited-Slip Rear Axle ,Oxford White Paint ,Medium Mocha Leather Upholstery ,Removable Light Saddle Hardtop ,Swing-Out Spare Tire Carrier ,Air Conditioning ,Cruise Control  ,Power Windows & Locks ,Deluxe Marti Report ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/1996-ford-bronco-eddie-bauer-4x4/
11/1/22,FORD,GT 2ND GENERATION,2020,35,22,22 Miles,Sold,1331.0,2FAGP9EWXLH100155,"Chassis: 2FAGP9EWXLH100155 ,22 Miles ,Twin-Turbocharged 3.5-Liter V6 ,Seven-Speed Dual-Clutch Automatic Transaxle ,Heritage Blue Paint ,Competition Orange Stripes ,'69 Heritage Interior ,20″ Forged Alloy Wheels ,Titanium Lug Nuts ,Six-Point Harness Anchors ,Butterfly Doors ,Retractable Active Rear Wing ,Sparco Seats ,Touchscreen Infotainment System ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2020-ford-gt-6/
11/1/22,PORSCHE,996 911,2000,59545,37000,37k Miles Shown,Sold,37500.0,WP0AA2992YS620475,"Chassis: WP0AA2992YS620475 ,One of 911 Examples Produced ,37k Miles Shown ,3.4-Liter M96 Flat-Six ,IMS Bearing Replaced in 2019 ,Six-Speed Manual Transaxle ,Violet Chromaflair Paint ,Natural Brown Leather Upholstery ,18"" Parallel-Spoke Alloy Wheels ,Sunroof ,Speed-Activated Rear Spoiler ,Heated Power-Adjustable Front Seats ,PCM w/ Navigation ,Cassette-Tape Player & Hi-Fi Audio System ,Rear Window Wiper ,Automatic Climate Control ,Damage-Free Carfax Report",https://bringatrailer.com/listing/2000-porsche-911-carrera-4-millennium-11/
11/1/22,PORSCHE,911 SPEEDSTER,1989,12874,8000,8k Miles Shown,Sold,291100.0,WP0EB0916KS173492,"Chassis: WP0EB0916KS173492 ,8k Miles Shown ,3.2-Liter Flat-Six ,Five-Speed Manual Transaxle ,Black Paint ,Cashmere Beige Leather Upholstery ,16"" Fuchs Alloy Wheels ,Black Convertible Soft Top ,Air Conditioning ,Blaupunkt Reno SQR 46 Stereo ,Front Sport Seats ,Cruise Control ,Headlamp Washers ,Window Sticker & Maintenance Log ,Porsche Certificate of Authenticity ,Awards from Car Shows ,Clean Carfax Report",https://bringatrailer.com/listing/1989-porsche-911-speedster-44/
