Auction Date,Make,Model,Year,Kilometers,Miles,Mileage Notes,Sale_Status,Final Bid Price,VIN,Details,URL
10/31/22,FERRARI,TESTAROSSA,1988,62764,39000,39k Miles Shown,Not Sold,69500.0,ZFFSG17A3J0076758,"Chassis: ZFFSG17A3J0076758 ,39k Miles Shown ,4.9-Liter Flat-12 ,Five-Speed Manual Transaxle ,Limited-Slip Differential ,Red Paint ,Beige Connolly Leather Upholstery ,16"" Five-Spoke Alloy Wheels ,Gated Shifter ,Air Conditioning ,Blaupunkt Cassette Stereo ,Fitted Luggage ,Tool Kit ,Factory Literature ,Clean Carfax Report",https://bringatrailer.com/listing/1988-ferrari-testarossa-38/
10/31/22,JEEP,GRAND WAGONEER,1989,175418,109000,109k Miles Shown,Sold,29500.0,1J4GS5878KP110984,"Chassis: 1J4GS5878KP110984 ,109k Miles Shown ,Replacement 360ci V8 ,Howell Fuel Injection ,3-Speed Automatic Transmission ,Dual-Range Transfer Case ,Dover Gray Metallic Paint ,Burgundy Vinyl & Cloth Upholstery ,15"" Alloy Wheels ,Roof Rack ,Power-Adjustable Front Seats ,Air Conditioning ,JVC Stereo ,Service Records ,Clean Carfax Report",https://bringatrailer.com/listing/1989-jeep-grand-wagoneer-90/
10/31/22,TOYOTA,LAND CRUISER 70-SERIES,1989,227000,141051,"227k Kilometers (~141k Miles) Shown, TMU",Sold,26000.0,IDCO002967ZZ,"Chassis: IDCO002967ZZ ,227k Kilometers (~141k Miles) Shown, TMU ,3.4-Liter Turbodiesel Inline-Four ,Four-Speed Automatic Transmission ,Dual-Range Transfer Case ,Gray Paint ,Gray Cloth Upholstery ,16"" Alloy Wheels ,Manually Locking Hubs ,Fox 2.0 Series Shocks ,4x4 Labs Front Bumper w/Sherpa Winch ,Hella Fog Lights ,4x4 Labs Rear Bumper ,Fabricated Rock Sliders & Roll Cage ,Bundutec Bundutop Roof Top Tent ,Bundutec Bunduawn Awning ,Air Conditioning ,Spectre Off-Road Seat Covers ,Kenwood Touchscreen Head Unit ,Infinity Audio Components",https://bringatrailer.com/listing/1989-toyota-land-cruiser-bj70-9/
10/31/22,ASTON MARTIN,DB9,2005,24140,15000,15k Miles,Sold,45507.0,SCFAD01A25GA01170,"Chassis: SCFAD01A25GA01170 ,15k Miles ,5.9-Liter V12 ,Six-Speed Automatic Transaxle ,Titanium Silver Metallic Paint ,Black Leather Upholstery ,19"" Ten-Spoke Alloy Wheels ,Xenon Headlights ,Rear Parking Sensors ,Power-Adjustable Front Seats ,Navigation ,Cruise Control ,Automatic Climate Control ,Owner's Manual ,Clean Carfax Report",https://bringatrailer.com/listing/2005-aston-martin-db9-34/
10/31/22,NISSAN,300ZX,1992,143231,89000,89k Miles Shown,Sold,18250.0,JN1CZ24H3NX520449,"Chassis: JN1CZ24H3NX520449 ,89k Miles Shown ,Twin-Turbocharged 3.0L V6 ,Five-Speed Manual Transmission ,Limited-Slip Differential ,Red Paint ,Black Leather Upholstery ,Aftermarket Rear Bumper ,Removable Glass T-Top Panels ,Chrome 18"" BBS-Style Wheels ,Super HICAS Four-Wheel Steering ,Automatic Climate Control ,Cruise Control ,Bose Sound System ,Cassette Stereo w/Six-Disc CD Changer ,Spare Parts ,Clean Carfax Report",https://bringatrailer.com/listing/1992-nissan-300zx-twin-turbo-28/
10/31/22,MERCEDES-BENZ,E55 & E63 AMG WAGON,2014,101388,63000,63k Miles,Sold,57000.0,WDDHH7GB9EB024794,"Chassis: WDDHH7GB9EB024794 ,63k Miles ,Twin-Turbocharged 5.5L V8 ,7-Speed MCT Automatic Transmission ,4MATIC All-Wheel Drive ,Iridium Silver Paint ,Black Nappa Leather Upholstery ,19"" AMG Double-Spoke Alloy Wheels ,Panoramic Sunroof ,Mercedes-Benz Roof Rack ,AMG Parking Assist Package ,Distronic Plus Adaptive Cruise Control ,Dual-Zone Climate Control ,Heated & Ventilated Front Seats ,COMAND w/Navigation ,Harman Kardon Sound System ,Additional 19"" AMG Wheels w/ Winter Tires ,Manufacturer's Literature ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2014-mercedes-benz-e63-s-amg-wagon-3/
10/31/22,TRIUMPH,TR3,1958,48280,30000,"30k Miles Shown, TMU",Sold,28500.0,TS29454L,"Chassis: TS29454L ,30k Miles Shown, TMU ,2.0-Liter Inline-Four ,Toyota 5-Speed Manual Transmission ,White Paint ,Black Vinyl Upholstery ,15"" Knock-Off Wire Wheels ,Front Disc Brakes ,Dual SU Carburetors ,Rack-and-Pinion Steering Conversion ,Removable White Soft Top & Side Curtains ,Split Tonneau Cover ,Wood-Trimmed Steering Wheel & Shift Knob ,Service Manual",https://bringatrailer.com/listing/1958-triumph-tr3a-19/
10/31/22,BMW,MOTORCYCLES,1968,45061,28000,28k Miles Shown,Sold,24750.0,662310,"Chassis: 662310 ,28k Miles Shown ,594cc Opposed Twin ,Four-Speed Transmission ,Black Paint w/White Pinstripes ,Shaft Drive ,18″ Wire-Spoke Wheels ,Denfeld Solo Seat ,Dual Bing Carburetors ,Earles Fork ,Polished Dual Exhaust ,Bar-End Mirrors ,Tool Roll & Tire Pump ,Spare Accessories",https://bringatrailer.com/listing/1968-bmw-r69s-3/
10/31/22,CHEVROLET,CORVETTE C5,2000,37014,23000,23k Miles,Not Sold,17250.0,1G1YY22G9Y5105998,"Chassis: 1G1YY22G9Y5105998 ,23k Miles ,5.7-Liter LS1 V8 ,Four-Speed Automatic Transaxle ,Limited-Slip Differential ,Millenium Yellow Paint ,Light Oak Leather Upholstery ,Dual Removable Roof Panels ,17"" & 18"" Polished Wheels ,Bose Sound System ,Pop-Up Headlights ,Head-Up Display ,Traction Control ,Cruise Control ,Manufacturer's Literature ,Clean Carfax Report",https://bringatrailer.com/listing/2000-chevrolet-corvette-coupe-13/
10/31/22,BMW,E30 3-SERIES,1990,239791,149000,149k Miles Shown,Not Sold,14050.0,WBAAA1319LEC65938,"Chassis: WBAAA1319LEC65938 ,149k Miles Shown ,2.5-Liter Inline-Six ,Five-Speed Manual Transmission ,Calypso Red Metallic Paint ,Natur Leatherette Upholstery ,14"" Bottle Cap Alloy Wheels ,AM/FM Cassette Stereo ,Air Conditioning ,Cruise Control ,Fog Lights ,Sunroof ,Accident-Free Carfax Report",https://bringatrailer.com/listing/1990-bmw-325i-154/
10/31/22,FERRARI,F355,1996,54717,34000,34k Miles Shown,Sold,85000.0,ZFFXR48A7T0105407,"Chassis: ZFFXR48A7T0105407 ,34k Miles Shown ,3.5-Liter V8 ,Six-Speed Manual Transaxle ,Limited-Slip Differential ,Rosso Barchetta Paint  ,Crema Leather Upholstery  ,18"" Five-Spoke Wheels ,Pop-Up Headlights ,MOMO Steering Wheel  ,Alpine Head Unit  ,Rockford Fosgate Speakers  ,Factory Literature, Car Cover, & Seat Covers ,Tonneau Cover & Bag ,Removed Parts ,Service Records ,Accident-Free Carfax Report",https://bringatrailer.com/listing/1996-ferrari-f355-spider-12/
10/31/22,TOYOTA,LAND CRUISER 60-SERIES,1989,413600,257000,"257k Miles Shown,TMU",Not Sold,82500.0,JT3FJ62G0K1113663,"Chassis: JT3FJ62G0K1113663 ,257k Miles Shown,TMU ,5.3-Liter Vortec V8 ,4L65E Three-Speed Automatic Transmission ,Dual-Range Transfer Case ,Repainted White ,Chilewich Black Vinyl Upholstery ,17"" Wheels ,Front & Rear ARB Air Lockers ,ARB Front Bumper ,Kaymar Rear Bumper ,Roof Rack ,Rear-Mounted Jerry Can & Spare Tire ,Long-Range Fuel Tank ,Slee Offroad Sliders ,Front Disc Brakes ,Manually Locking Front Hubs ,Air Conditioning",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-157/
10/31/22,BUICK,GRAND NATIONAL,1987,19312,12000,12k Miles Shown,Sold,55000.0,1G4GJ1170HP438383,"Chassis: 1G4GJ1170HP438383 ,12k Miles Shown ,Turbocharged 3.8-Liter V6 ,Four-Speed Automatic Transmission ,Black Paint ,Black & Sand Gray Cloth Upholstery ,15″ Wheels ,Rear Spoiler ,Air Conditioning ,Cruise Control ,Delco AM/FM Cassette Stereo ,Manufacturer's Literature",https://bringatrailer.com/listing/1987-buick-grand-national-86/
10/31/22,LAND ROVER,DISCOVERY,1997,292899,182000,182k Miles Shown,Sold,8400.0,SALJY1243VA553058,"Chassis: SALJY1243VA553058 ,182k Miles Shown ,4.0-Liter V8 ,Four-Speed Automatic Transmission ,Dual-Range Transfer Case ,Locking Center Differential ,White Paint ,Brown Leather Upholstery ,16"" Steel Wheels ,2.5"" Old Man Emu Lift Kit ,Custom Bumpers ,KC Auxiliary Lights ,Baja Roof Rack ,Southdown Snorkel ,Power-Adjustable Front Seats ,Cassette Stereo ,Partial Service Records",https://bringatrailer.com/listing/1997-land-rover-discovery-20/
10/31/22,PORSCHE,986 BOXSTER,2000,43452,27000,27k Miles,Not Sold,15250.0,WP0CA2982YU620786,"Chassis: WP0CA2982YU620786 ,27k Miles ,2.7-Liter Flat-Six ,Five-Speed Manual Transaxle ,Black Paint ,Black Leather Upholstery ,Black Soft Top ,Hi-Fi Sound System ,18"" Twist-Style Wheels ,Deployable Rear Spoiler ,Slotted & Cross-Drilled Rotors ,Aftermarket Touchscreen Stereo ,CircuitWerks Exhaust System ,996-Style Front Bumper ,H&R Springs ,Spare Parts ,Clean Carfax Report",https://bringatrailer.com/listing/2000-porsche-boxster-90/
10/31/22,MERCEDES-BENZ,R129 SL,2002,65982,41000,41k Miles,Not Sold,20150.0,WDBFA68F82F201422,"Chassis: WDBFA68F82F201422 ,41k Miles ,5.0-Liter M113 V8 ,Five-Speed Automatic Transmission ,Brilliant Silver Metallic Paint ,Black Nappa Leather Upholstery ,Chrome-Finished 18"" AMG Wheels ,AMG Styling Package ,Black Convertible Top ,Xenon Headlights ,Fog Lights ,Heated & Power-Adjustable Seats ,Automatic Climate Control ,AM/FM/CD Stereo ,Manufacturer's Literature ,Service Records ,Body-Color Removable Hardtop ,Clean Carfax Report",https://bringatrailer.com/listing/2002-mercedes-benz-r129-sl/
10/31/22,MINI,MODERN,2009,54717,34000,34k Miles,Not Sold,13250.0,WMWMF73529TT94920,"Chassis: WMWMF73529TT94920 ,34k Miles ,Turbocharged 1.6-Liter Inline-Four ,6-Speed Manual Transaxle ,Laser Blue Metallic Paint ,Carbon Black Leather Upholstery ,16"" Minilite-Style Wheels ,Sport Suspension ,Convenience Package ,Automatic Climate Control ,CD Stereo w/Bluetooth ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2009-mini-cooper-s-john-cooper-works/
10/31/22,GMC,PICKUP,2000,69201,43000,43k Miles Shown,Sold,19000.0,1GTGK24R0YR113645,"Chassis: 1GTGK24R0YR113645 ,43k Miles Shown ,5.7-Liter Vortec V8 ,Four-Speed Automatic Transmission ,Dual-Range Transfer Case ,Locking Rear Differential  ,White Paint ,Blue Cloth & Vinyl Upholstery ,16"" Steel Wheels ,Snug Top Bed Cap ,Receiver Hitch ,Air Conditioning ,Cruise Control ,Delco Cassette Stereo ,Clean Carfax Report",https://bringatrailer.com/listing/2000-gmc-sierra-9/
10/31/22,LAND ROVER,RANGE ROVER L322,2007,72420,45000,45k Miles,Sold,29500.0,SALMF13467A245564,"Chassis: SALMF13467A245564 ,45k Miles ,Supercharged 4.2-Liter AJ-V8 ,Six-Speed ZF Automatic Transmission ,Dual-Range Transfer Case ,Rear & Center Locking Differentials ,Chawton White Paint ,Ivory Windsor Leather ,20"" Style 6 Alloy Wheels ,Coil-Spring Suspension ,Sunroof ,Heated Front & Rear Seats ,Backup Camera ,Navigation ,Harman Kardon Sound System ,Rear-Area Entertainment System ,Clean Carfax Report",https://bringatrailer.com/listing/2007-land-rover-range-rover-21/
10/31/22,CHEVROLET,CORVETTE C1,1962,,,,Sold,6000.0,Finned,"1962 Rochester Fuel Injection System  Finned       ,Part #7017360 ,Aluminum Plenum ,Aluminum Intake Manifold ,Air Meter ,Delco-Remy Distributor Part #1110990 ,Tachometer Drive Cable",https://bringatrailer.com/listing/fuel-injection-unit/
10/31/22,CHEVROLET,C/K (1973-1991),1987,119091,74000,"74k Miles Shown, TMU",Sold,18000.0,1GCDR14K8HF353684,"Chassis: 1GCDR14K8HF353684 ,74k Miles Shown, TMU ,5.7-Liter V8 ,Four-Speed Automatic Transmission ,Two-Tone Blue Paint ,Blue Cloth Upholstery ,Lowered Suspension ,air conditioning ,Cruise Control ,20"" Aftermarket Wheels ,Chrome Bumpers ,Bed Rails ,AM/FM Cassette Stereo ,Power Windows & Locks ,Dual Fuel Tanks ,Clean Carfax Report",https://bringatrailer.com/listing/1987-chevrolet-r10-20/
10/31/22,MERCEDES-BENZ,W126 S-CLASS,1991,35405,22000,22k Miles Shown,Not Sold,33500.0,WDBCA39E2MA556450,"Chassis: WDBCA39E2MA556450 ,22k Miles Shown ,5.6-Liter V8 ,Four-Speed Automatic Transmission ,Limited-Slip Differential ,Black Paint ,Black Leather Upholstery ,15"" Gullideckel Alloy Wheels ,Fog Lights ,Power-Operated Sunroof ,Aftermarket Stereo ,Blaupunkt CD Changer ,Automatic Climate Control ,Cruise Control ,Heated Power-Adjustable Front Seats w/Position Memory Settings ,Heated Rear Seats ,Recent Service Records ,Clean Carfax Report",https://bringatrailer.com/listing/1991-mercedes-benz-560sel-39/
10/31/22,PORSCHE,911 GT3,2016,14484,9000,9k Miles,Sold,185000.0,WP0AF2A97GS192379,"Chassis: WP0AF2A97GS192379 ,9k Miles ,4.0-Liter Flat-Six ,Seven-Speed Dual-Clutch Transaxle ,Porsche Torque Vectoring Plus ,Lava Orange Paint ,Black Leather & Alcantara Upholstery ,20"" & 21"" Center-Lock Alloy Wheels ,Sport Chrono Package ,Front-Axle Lift System ,Porsche Ceramic Composite Brakes ,BBi Roll Cage ,Carbon-Fiber Full Bucket Seats ,PCM w/Navigation ,Porsche Certificate of Authenticity ,Copy of Window Sticker ,Service Records ,Accident-Free Carfax Report",https://bringatrailer.com/listing/2016-porsche-911-gt3-rs-18/
10/31/22,CHEVROLET,CAMARO 2ND GENERATION 1970-1981,1981,117481,73000,73k Miles Shown,Sold,17750.0,1G1AP87H7BL141233,"Chassis: 1G1AP87H7BL141233 ,73k Miles Shown ,305ci V8 ,Four-Speed Manual Transmission ,Blue Paint ,Black Vinyl Upholstery ,Cowl-Induction Hood ,Body-Colored N90-Style Alloy Wheels ,Rear Spoiler ,Power Steering ,Delco AM/FM Stereo ,Clean Carfax Report",https://bringatrailer.com/listing/1981-chevrolet-camaro-39/
10/31/22,VOLKSWAGEN,KARMANN GHIA,1969,131965,82000,"82k Miles Shown, TMU",Not Sold,16750.0,1491047401,"Chassis: 1491047401 ,82k Miles Shown, TMU ,1.2-Liter Flat-Four ,Manual Four-Speed Transaxle ,Red Paint ,Black Cloth Upholstery ,Black Soft Top ,15"" Steel Wheels w/Polished Caps ,Four-Wheel Disc Brakes ,Push-Button Radio ,Manufacturer's Literature ",https://bringatrailer.com/listing/1969-volkswagen-karmann-ghia-convertible-15/
10/31/22,CHEVROLET,IMPALA,1996,127137,79000,79k Miles,Sold,20000.0,1G1BL52P9TR161124,"Chassis: 1G1BL52P9TR161124 ,79k Miles ,5.7-Liter LT1 V8 ,Four-Speed Automatic Transmission ,Limited-Slip Differential ,Black Paint ,Gray Leather Upholstery ,17"" Five-Spoke Alloy Wheels ,Power-Adjustable Front Seats ,Air Conditioning ,Cruise Control ,Receiver Hitch ,Power Windows, Locks, & Mirrors ,Clean Carfax Report",https://bringatrailer.com/listing/1996-chevrolet-impala-ss-21/
10/31/22,PORSCHE,CAYENNE,2013,27358,17000,17K Miles,Sold,55000.0,WP1AD2A2XDLA79717,"Chassis: WP1AD2A2XDLA79717 ,17K Miles ,4.8-Liter V8 ,8-Speed Tiptronic S Transmission ,All-Wheel Drive ,Classic Silver Metallic Paint ,Black Leather & Alcantara Upholstery ,GTS Interior Package in Peridot ,Porsche Torque Vectoring Plus ,21"" 911 Turbo II Wheels ,Panoramic Sunroof ,Bi-Xenon Headlights w/ PDLS  ,Front & Rear ParkAssist ,Porsche Entry & Drive ,Lane Change Assist ,Heated Front Seats ,Dual-Zone Automatic Climate Control ,PCM w/ Navigation ,Satellite Radio ,Bose Sound System ,Accident-Free Carfax Report",https://bringatrailer.com/listing/2013-porsche-cayenne-gts-24/
10/31/22,CHEVROLET,IMPALA,1965,128747,80000,"80k Miles Shown, TMU",Not Sold,29000.0,166375A112908,"Chassis: 166375A112908 ,80k Miles Shown, TMU ,Replacement 383ci V8 ,Two-Speed Automatic Transmission ,Repainted Red ,White Vinyl Upholstery ,15"" Steel Wheels ,Front Disc Brakes ,Power Steering ,Air Conditioning ,MSD Electronic Ignition System ,Twin Edelbrock Carburetors ,Four-Into-One Headers",https://bringatrailer.com/listing/1965-chevrolet-impala-ss-22/
10/31/22,TOYOTA,LAND CRUISER 60-SERIES,1988,267150,166000,166k Miles,Sold,34500.0,JT3FJ62G9J0088721,"Chassis: JT3FJ62G9J0088721 ,166k Miles ,4.0-Liter 3F-E Inline-Six ,Four-Speed Automatic Transmission ,Two-Speed Transfer Case ,Metallic Gray Paint ,Patterned Gray Cloth Upholstery ,15"" Polished Alloy Wheels ,Locking Front Hubs ,Front Disc Brakes ,Cassette Stereo ,Air Conditioning ,Service Records ,Clean Carfax Report",https://bringatrailer.com/listing/1988-toyota-land-cruiser-fj62-120/
10/31/22,FORD,BRONCO U13/U14/U15 1966-1977,1972,45061,28000,"28k Miles Shown, TMU",Not Sold,47777.0,U14GLN69020,"Chassis: U14GLN69020 ,28k Miles Shown, TMU ,302ci V8 ,Three-Speed Manual Transmission ,Dual-Range Transfer Case ,Red Paint ,White Hardtop ,White Vinyl Upholstery ,AM Stereo ,16"" Polished Alloy Wheels ,Manually Locking Front Hubs ,Edelbrock Intake Manifold ,Holley Carburetor ,Heater ,Partial Service Records",https://bringatrailer.com/listing/1972-ford-bronco-98/
10/31/22,FORD,MUSTANG S197 2005-2014,2013,2896,1800,"1,800 Miles",Sold,56000.0,1ZVBP8CU1D5235420,"Chassis: 1ZVBP8CU1D5235420 ,1,800 Miles ,5.0-Liter Road Runner V8 ,Six-Speed Manual Transmission ,Torsen Limited-Slip Differential ,School Bus Yellow Paint ,Charcoal Black Cloth Upholstery ,Sterling Gray 19"" Alloy Wheels ,TracKey ,Adjustable Shocks ,Brembo Front Brake Calipers ,Recaro Seats ,Rear Chassis X-Brace ,Factory Literature ,Service Records ,Accessories ,Clean Carfax Report",https://bringatrailer.com/listing/2013-ford-mustang-boss-302-laguna-seca-44/
10/31/22,INTERNATIONAL HARVESTER,SCOUT,1971,120700,75000,"75k Miles Shown, TMU",Sold,42500.0,183880G447475,"Chassis: 183880G447475 ,75k Miles Shown, TMU ,345ci V8  ,Three-Speed Automatic Transmission  ,Dual-Range Transfer Case ,Orange Paint ,White Upholstery  ,Removable White Hardtop ,White-Finished Steel Wheels ,Manually-Locking Front Hubs ,Power-Assisted Brakes & Steering ,Holley Sniper Fuel Injection  ,Dual Exhaust System  ,Chrome Roof Rack ,Air Conditioning  ,Retro-Style Head Unit",https://bringatrailer.com/listing/1971-international-harvester-scout-ii-3/
10/31/22,PORSCHE,964 911,1990,197948,123000,123k Miles Shown,Sold,94500.0,WP0AB2963LS450543,"Chassis: WP0AB2963LS450543 ,123k Miles Shown ,Replacement 3.6-Liter M64 Flat-Six ,Five-Speed Manual Transaxle ,Limited-Slip Differential ,Silver Metallic Paint ,Black Leather Upholstery ,Sunroof ,SWChips ECU Chip ,Bilstein & H&R Suspension ,993 Brakes ,Front Shock Tower Brace ,RS-Style Door Panels ,Power-Adjustable Front Seats ,Alpine CD Stereo ,Clean Carfax Report",https://bringatrailer.com/listing/1990-porsche-911-carrera-2-coupe-18/
10/31/22,MERCEDES-BENZ,R107 SL,1988,41842,26000,26k Miles Shown,Not Sold,20000.0,WDBBA48D8JA075320,"Chassis: WDBBA48D8JA075320 ,26k Miles Shown ,5.5-Liter V8 ,Four-Speed Automatic Transmission ,Limited-Slip Differential ,Signal Red Paint ,Palomino Leather Upholstery ,Painted 15"" Gullideckel Alloy Wheels ,Removable Hard Top ,Automatic Climate Control ,Sony Stereo ,Alarm System ,Clean Carfax Report",https://bringatrailer.com/listing/1988-mercedes-benz-560sl-306/
10/31/22,PORSCHE,930 TURBO,1986,74029,46000,46k Miles Shown,Not Sold,96500.0,WP0JB0935GS050161,"Chassis: WP0JB0935GS050161 ,46k Miles Shown ,Turbocharged 3.3-Liter Flat-Six ,Four-Speed Manual Transaxle ,Limited-Slip Differential ,Black Paint ,Tan Leather Upholstery ,18"" Speedline-Style Wheels ,Aftermarket Steering Wheel ,Cross-Drilled Disc Brakes ,Air Conditioning ,Kenwood Stereo ,Porsche Product Specifications Sheet",https://bringatrailer.com/listing/1986-porsche-911-turbo-coupe-11/
10/31/22,JAGUAR,XK120,1953,16093,10000,"10k Miles Shown, TMU",Not Sold,52000.0,680217,"Chassis: 680217 ,10k Miles Shown, TMU ,3.4-Liter Inline-Six ,Four-Speed Manual Transmission ,Repainted Burgundy & Black  ,Black Leather Upholstery ,Chrome Bumpers ,Fender-Mounted Side Mirrors ,Rear Wheel Spats ,Lavender-Tinted Sunvisors ,Sony Head Unit ,Manufacturer's Literature ,Service Records ,Refurbishment Photos ,Spare Parts",https://bringatrailer.com/listing/1953-jaguar-xk120-fixed-head-coupe-14/
10/31/22,HONDA,S2000,2000,40233,25000,25k Miles,Sold,51000.0,JHMAP1141YT004347,"Chassis: JHMAP1141YT004347 ,25k Miles ,2.0-Liter VTEC Inline-Four ,Six-Speed Manual Transmission ,Limited-Slip Differential ,New Formula Red Paint ,Black Leather Upholstery ,Black Convertible Soft Top ,16"" Five-Spoke Alloy Wheels ,Xenon Headlights ,Front and Rear Spoilers ,Side Strakes ,Air Conditioning ,Cruise Control ,Window Sticker and Original Purchase Documents ,Clean Carfax Report",https://bringatrailer.com/listing/2000-honda-s2000-156/
10/31/22,PORSCHE,356,1965,12874,8000,"8k Miles Shown, TMU",Not Sold,75000.0,222246,"Chassis: 222246 ,8k Miles Shown, TMU ,1.6-Liter Flat-Four ,Four-Speed Manual Transaxle ,Red Paint ,Black Leather Upholstery ,Chrome 15"" Wheels ,Bosch Fog Lights ,Sony AM/FM/Cassette Radio ,Aftermarket Auxiliary Gauges ,Copy of Kardex Report  ,Partial Service Records ",https://bringatrailer.com/listing/1965-porsche-356c-20/
10/31/22,MERCEDES-BENZ,GELANDEWAGEN,2016,74029,46000,46k Miles,Not Sold,80500.0,WDCYC7DFXGX253369,"Chassis: WDCYC7DFXGX253369 ,46k Miles ,Twin-Turbocharged 5.5-Liter V8 ,Aftermarket Engine Management Tune ,Seven-Speed Automatic Transmission ,Dual-Range Transfer Case ,Three Locking Differentials ,Polar White Paint ,Designo Classic Red & Black Leather ,Designo Exclusive Leather Package ,24"" AG Luxury Wheels w/33"" Tires ,Heated & Ventilated Front Seats ,Aftermarket Exhaust System ,Heated Rear Seats ,Parktronic ,Harman Kardon Sound System ,COMAND Infotainment w/Navigation ,Service & Modification Records ,Clean Carfax Report",https://bringatrailer.com/listing/2016-mercedes-amg-g63/
10/31/22,FORD,MUSTANG 1967-1968,1968,67592,42000,"42k Miles Shown, TMU",Sold,21500.0,8R01C167436,"Chassis: 8R01C167436 ,42k Miles Shown, TMU ,289ci V8 ,Three-Speed Automatic Transmission ,Lime Gold Paint ,Green Vinyl Upholstery ,15"" Chrome Wheels w/Hubcaps ,Chrome Bumpers ,Bucket Front Seats ,Flip-Out Vent Windows ,Remote-Control Driver Side Mirror ,Original Purchase Paperwork ,Manufacturer's Literature",https://bringatrailer.com/listing/1968-ford-mustang-145/
10/31/22,VOLVO,P1800/1800,1969,152887,95000,"95k Miles Shown, TMU",Sold,9500.0,18345129847,"Chassis: 18345129847 ,95k Miles Shown, TMU ,2.0L B20B Inline-Four ,Four-Speed Manual Transmission w/Overdrive ,California White ,Red Vinyl Upholstery ,15"" Steel Wheels ,Chrome Bumpers & Trim ,Textured Aluminum Dash Trim ,Sanyo Cassette Radio ,Spare Parts",https://bringatrailer.com/listing/1969-volvo-1800s-4/
10/31/22,MERCEDES-BENZ,W221 S-CLASS,2011,59545,37000,37k Miles,Sold,49000.0,WDDNG7KB6BA399461,"Chassis: WDDNG7KB6BA399461 ,37k Miles ,Twin-Turbocharged 6.0L M275 V12 ,Five-Speed Automatic Transmission ,Limited-Slip Differential ,Black Paint ,Black Leather Upholstery ,20"" Double Five-Spoke AMG Wheels ,Xenon Headlights ,Panorama Sunroof ,Parktronic ,Soft-Close Doors ,Keyless-Go ,Heated & Ventilated Multicontour Front Seats w/Massaging Elements ,Rear Entertainment Screens ,Dstronic Plus Adaptive Cruise Control ,Four-Zone Automatic Climate Control ,COMAND Infotainment w/Navigation ,Bang & Olufsen Sound System ,Window Sticker ,Carfax Report",https://bringatrailer.com/listing/2011-mercedes-benz-s65-amg-15/
10/31/22,MINI,MODERN,2005,53108,33000,33k Miles ,Sold,11250.0,WMWRH33475TF81650,"Chassis: WMWRH33475TF81650 ,33k Miles  ,Supercharged 1.6L Inline-Four ,6-Speed Manual Transaxle ,Chili Red Paint ,Black Soft Top ,Gray & Black Upholstery ,Aero Kit ,Xenon Headlights ,16"" Wheels ,Park Distance Control ,Dynamic Stability Control ,Heated Front Seats ,Automatic Climate Control ,AM/FM/CD Stereo ,Harman Kardon Sound System ,Clean Carfax Report",https://bringatrailer.com/listing/2005-mini-cooper-s-convertible-7/
10/31/22,FORD,MUSTANG S550,2017,6920,4300,"4,300 Miles",Sold,66500.0,1FATP8JZ1H5521348,"Chassis: 1FATP8JZ1H5521348 ,4,300 Miles ,5.2-Liter Voodoo V8 ,Six-Speed Manual Transmission ,Torsen Limited-Slip Differential ,Shadow Black Paint w/White Stripes ,Ebony Cloth & Miko Suede Upholstery ,19"" Carbon-Fiber Wheels ,HID Projector Headlights ,Brembo Brake Calipers ,MagneRide Damping System ,Carbon-Fiber Wing ,R Electronics Package ,Bolstered Recaro Sport Seats ,Voice-Activated Touchscreen w/Navigation ,Window Sticker ,Accident-Free Carfax Report",https://bringatrailer.com/listing/2017-ford-mustang-shelby-gt350r-16/
10/31/22,FORD,MUSTANG 1969-1973,1970,80467,50000,50k Miles Shown,Sold,87000.0,0T05M133473,"Chassis: 0T05M133473 ,50k Miles Shown ,351ci Cleveland V8 ,Three-Speed Automatic Transmission ,Traction-Lok Differential ,Grabber Green Paint ,White Vinyl Upholstery ,14"" Steel Wheels ,Power Front Disc Brakes ,Power Steering ,Black Hood Stripe ,Shaker Hood Scoop ,Decklid Spoiler ,Rim-Blow Steering Wheel ,Push-Button AM Radio ,Rear Speaker ,Spare Set of Wheels ,Build Sheets ,Original Sales Documents ,Ford Warranty Card ,Service Records ,Manufacturer's Literature ,Ownership History Documents ,Deluxe Marti Report",https://bringatrailer.com/listing/1970-ford-mustang-mach-1-35/
10/31/22,FORD,F-150 LIGHTNING ELECTRIC,2022,162,101,101 Miles,Not Sold,89000.0,1FT6W1EV1NWG04003,"Chassis: 1FT6W1EV1NWG04003 ,101 Miles ,131-kWh Extended-Range Battery Pack ,Dual Permanent-Magnet Electric Motors ,Single-Speed Transmission ,All-Wheel Drive ,Agate Black Paint ,Black & Gray Leather Upholstery ,Dark Gray 20"" Wheels ,Max Trailer Tow Package ,Smart Hitch w/On-board Scale ,ProPower OnBoard ,Twin-Panel Sunroof ,Adaptive Cruise Control ,SYNC 4 Infotainment w/15.5"" Touchscreen ,Heated & Ventliated Front Seats ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2022-ford-f-150-lightning-12/
